Name(String),Dept(Integer),Salary(Integer),Tax(Integer)
Johnson,0,1024000,10241
Williams,3,3170600,31707
Williams,0,4126500,41266
Robinson,4,3897600,38977
Garcia,3,3814500,38146
Miller,4,3226000,32261
White,3,151600,1517
Miller,4,3180000,31801
Martinez,4,2144900,21450
Taylor,3,1262900,12630
Garcia,1,621500,6216
Anderson,1,4317200,43162
Thompson,2,802900,8030
Taylor,4,2487400,24875
Smith,3,3856200,38563
Thompson,2,3754600,37547
Wilson,0,2340500,23406
Harris,3,2297100,22972
Taylor,2,879400,8795
Miller,0,2991200,29913
Wilson,1,1061600,10617
Williams,1,2258400,22585
Brown,2,1731700,17318
Brown,0,1218200,12183
Thompson,3,70900,710
Martinez,3,2691600,26917
White,4,3835600,38357
Moore,4,4359900,43600
Smith,2,1780900,17810
Brown,4,1909100,19092
Jackson,2,1344000,13441
Thomas,4,790900,7910
Davis,2,2366500,23666
Smith,2,3585900,35860
Johnson,3,1818800,18189
White,2,3725100,37252
Jones,0,3911200,39113
White,1,2960000,29601
Martin,1,4285700,42858
Miller,4,3687600,36877
Miller,3,1304300,13044
Taylor,3,464300,4644
Anderson,0,1628700,16288
Harris,3,470200,4703
White,1,3398900,33990
Williams,0,3625700,36258
Jones,0,200400,2005
Jackson,2,3383900,33840
Brown,0,798600,7987
Harris,0,264400,2645
Garcia,2,2629300,26294
Miller,4,3976600,39767
Robinson,1,3482800,34829
Johnson,2,2122400,21225
Harris,3,351000,3511
Smith,2,4045200,40453
Taylor,0,2594300,25944
Jackson,0,1294600,12947
Garcia,2,3472300,34724
White,2,2943000,29431
Taylor,2,2109500,21096
Jones,3,1809400,18095
Smith,0,2097700,20978
Harris,0,78900,790
Thompson,2,1483000,14831
Garcia,3,1226900,12270
Anderson,1,243900,2440
Martinez,1,3025300,30254
White,1,1145500,11456
Thompson,0,3768000,37681
Martin,1,3174700,31748
Martinez,4,2228500,22286
Johnson,0,1753100,17532
Wilson,3,304700,3048
Moore,0,2290500,22906
Anderson,4,939800,9399
Moore,1,2017800,20179
Moore,3,2755000,27551
Miller,2,1643900,16440
Wilson,3,3766400,37665
Martinez,1,353000,3531
Martin,4,1979000,19791
Martinez,1,764800,7649
Harris,1,2567500,25676
Thompson,2,3611200,36113
Miller,1,1653200,16533
Anderson,0,3021300,30214
Wilson,2,3204100,32042
Jones,3,3507500,35076
Miller,4,3385300,33854
Jones,1,3177900,31780
Brown,0,3689300,36894
Williams,1,4357100,43572
Martinez,3,4329100,43292
Williams,1,4042900,40430
Anderson,1,3100400,31005
Moore,3,399600,3997
Robinson,3,2867100,28672
Jones,0,48900,490
Robinson,2,1242200,12423
Martin,1,3748300,37484
Jones,0,1818300,18184
White,2,2418700,24188
Davis,2,3109500,31096
Jackson,4,2921100,29212
Moore,3,2251400,22515
Moore,3,1406200,14063
White,2,4014400,40145
Thompson,3,2995600,29957
Moore,1,2797300,27974
Moore,0,157100,1572
Wilson,0,3444300,34444
Harris,0,3287500,32876
Smith,4,2667900,26680
White,3,1555400,15555
Martinez,1,1684300,16844
Harris,3,106100,1062
Jones,4,2706400,27065
Martin,1,2027600,20277
Miller,1,2785000,27851
Jackson,3,632400,6325
Martin,0,4003100,40032
Smith,2,212800,2129
Thomas,3,1236300,12364
Martin,3,3155000,31551
Thomas,1,1901400,19015
Thomas,3,2723000,27231
Anderson,4,3361400,33615
Robinson,4,1194800,11949
Thompson,2,3906800,39069
Johnson,1,3367900,33680
Martinez,1,4090600,40907
Martinez,0,3414200,34143
Jackson,4,1225500,12256
White,4,2404100,24042
Wilson,0,3510400,35105
Wilson,1,4219800,42199
Thomas,3,1063500,10636
Davis,3,3798800,37989
Johnson,4,2904100,29042
Taylor,0,1120000,11201
Moore,3,3016200,30163
Wilson,0,1065300,10654
Johnson,3,791800,7919
Davis,2,702400,7025
Brown,3,1276800,12769
Moore,1,2689200,26893
Robinson,0,2573400,25735
Harris,0,1530600,15307
Harris,4,3254300,32544
Martin,4,3716600,37167
Johnson,3,697700,6978
Williams,4,2915200,29153
Moore,2,2235400,22355
Wilson,1,2637900,26380
Robinson,3,1650900,16510
Thompson,4,4260800,42609
Brown,0,1506700,15068
Jackson,0,1831500,18316
Harris,4,863200,8633
Thomas,4,1609000,16091
Jackson,4,3759300,37594
Martinez,1,2322300,23224
Harris,3,2635600,26357
Wilson,0,1213300,12134
Robinson,3,1270000,12701
Garcia,2,1342700,13428
Miller,3,819400,8195
Johnson,0,4244200,42443
White,4,1635400,16355
Davis,3,278300,2784
White,3,1264400,12645
Anderson,0,3041000,30411
Garcia,2,2149800,21499
Martinez,0,3926700,39257
Wilson,2,1818100,18182
Anderson,4,3446400,34465
Thompson,1,1216800,12169
Smith,0,4016500,40166
Brown,2,1714100,17142
Wilson,4,2245400,22455
Davis,3,697800,6979
Smith,2,2852700,28528
Taylor,1,2904300,29044
Garcia,2,4167900,41680
Taylor,3,556600,5567
Anderson,1,701200,7013
Williams,0,647500,6476
Jones,4,586800,5869
Martinez,2,1030000,10290
Brown,1,832500,8326
Moore,3,390000,3901
Jackson,0,3076500,30766
Miller,1,3627700,36278
Jones,3,3310300,33104
Martinez,2,1961200,19613
White,4,1708100,17082
White,2,3239300,32394
Miller,1,2816800,28169
Williams,0,824200,8243
Garcia,1,515600,5157
Martinez,3,4363700,43638
Thomas,0,1806000,18061
Wilson,3,656800,6569
Thomas,3,3875200,38753
Miller,2,2058700,20588
Davis,0,1610400,16105
Brown,0,2779900,27800
Moore,4,1924700,19248
Williams,3,2987200,29873
Davis,0,1516400,15165
Jones,3,2659300,26594
Robinson,1,900100,9002
Smith,1,3458900,34590
Martin,2,2689800,26899
Brown,3,2628900,26290
Garcia,0,2179600,21797
Davis,4,2514200,25143
Taylor,4,1830100,18302
Martin,4,3476000,34761
Moore,2,2021200,20213
Harris,2,3484800,34849
Miller,0,3542800,35429
Davis,4,3161500,31616
Harris,4,4253700,42538
Brown,3,101400,1015
White,0,1900300,19004
Taylor,1,2786400,27865
Thompson,0,491200,4913
Miller,2,2239300,22394
Martin,1,292900,2930
Wilson,1,1390900,13910
Anderson,2,216100,2162
Jackson,4,430200,4303
Martinez,3,66200,663
Wilson,2,4271700,42718
Davis,3,3729100,37292
Wilson,4,1322500,13226
Anderson,2,2035600,20357
Miller,4,4031600,40317
Thompson,2,2050000,20501
Garcia,0,1835700,18358
Williams,3,968500,9686
Jones,2,90400,905
Miller,3,442300,4424
Brown,2,2751200,27513
Moore,3,525000,5251
Thomas,1,2289300,22894
Martin,0,3207700,32078
Wilson,1,903600,9037
Wilson,4,3981300,39814
Moore,4,3841000,38411
Brown,3,1033000,10331
Wilson,4,2330200,23303
Anderson,0,2458400,24585
Smith,4,2577800,25779
Davis,1,1074200,10743
Harris,4,748200,7483
Wilson,1,4257100,42572
Johnson,4,4038100,40382
Brown,3,1839000,18391
White,3,415500,4156
Robinson,3,3096600,30967
Johnson,2,2923800,29239
Thompson,1,3355100,33552
Jones,1,2516400,25165
White,0,4353900,43540
Miller,3,2963900,29640
Smith,0,3327000,33271
Martinez,1,541000,5411
Miller,0,72500,726
Anderson,1,930800,9309
Jones,0,2071600,20717
Smith,3,533300,5334
Wilson,0,443800,4439
Davis,1,2784300,27844
Johnson,4,1817000,18171
Martin,0,1954600,19547
Williams,2,2219500,22196
Miller,4,3190100,31902
Brown,0,263900,2640
Wilson,2,1879200,18793
Moore,3,550400,5505
Martin,3,4028700,40288
Jones,2,1431700,14318
Taylor,4,138800,1389
Thomas,1,380300,3804
Jones,1,955300,9554
Martin,4,297900,2980
Martin,1,3430300,34304
Thomas,3,2963500,29636
White,1,2469100,24692
White,3,1545500,15456
Taylor,3,393100,3932
Martinez,1,921100,9212
Jackson,1,57200,573
Johnson,4,1407300,14074
Garcia,4,448400,4485
Brown,0,2168600,21687
White,1,3281700,32818
Garcia,0,3231800,32319
Johnson,4,1699800,16999
Wilson,1,2412700,24128
Davis,1,3607300,36074
Harris,4,4116500,41166
Anderson,1,3391400,33915
Taylor,3,4345800,43459
Jones,1,1635200,16353
Anderson,1,3201200,32013
Harris,1,3045400,30455
Taylor,2,2621900,26220
Harris,1,1587000,15871
Thomas,4,2673200,26733
Williams,4,1373300,13734
Martin,2,3128900,31290
Harris,4,353900,3540
Taylor,2,3832100,38311
Wilson,0,2505600,25057
Moore,2,1941600,19417
Thompson,4,3041600,30417
Thompson,1,3281400,32815
Johnson,0,3685300,36854
Johnson,3,2578000,25781
Brown,1,3256900,32570
Taylor,2,1151900,11520
Garcia,3,1791300,17914
Martin,4,4336700,43368
Brown,3,3414300,34144
Harris,0,559300,5594
Moore,2,2304700,23048
Johnson,1,3861900,38620
Jackson,0,1329000,13291
Jackson,4,2781300,27814
Robinson,2,1128500,11286
Jackson,3,4332100,43322
Wilson,2,1966300,19664
Williams,0,3367500,33676
Taylor,0,1829100,18292
Harris,4,1513800,15139
Jones,0,3777100,37772
Martinez,2,102500,1026
Thomas,1,810700,8108
Jones,1,2690600,26907
Thomas,0,215600,2157
Thomas,3,488400,4885
Thomas,0,1437100,14372
Martinez,2,2819500,28196
Thompson,1,1804400,18034
Harris,1,3570800,35709
Johnson,4,2720200,27203
Johnson,3,452000,4521
Smith,4,2274000,22741
Brown,2,2694500,26946
Smith,0,3906300,39064
Jackson,1,3099500,30996
Wilson,2,3278500,32786
Jackson,0,70300,704
Jackson,3,2444300,24444
Jones,0,1561200,15613
Taylor,2,3172000,31721
Robinson,0,1287200,12873
Martin,1,2742600,27427
Smith,1,2665900,26660
Martin,3,4121100,41212
Garcia,4,1199500,11996
Williams,0,905800,9059
Anderson,1,2673800,26739
Jones,4,4111800,41119
Jones,1,4281500,42816
Davis,4,502600,5027
Martinez,3,1773000,17731
Taylor,4,1848300,18484
Martinez,1,3248200,32483
Jones,0,3888600,38887
Harris,4,504200,5043
Davis,3,2846000,28461
Moore,2,1684000,16841
Moore,0,2796400,27965
Thomas,0,2764100,27642
Thomas,2,3006800,30069
Johnson,0,3370300,33704
Wilson,4,207900,2080
Thomas,2,410200,4103
Davis,4,4270000,42701
Martinez,4,3620000,36201
Jackson,1,2606900,26070
Jackson,0,1395600,13957
Harris,2,1864100,18642
Robinson,1,964900,9650
Thomas,3,2783300,27834
Wilson,0,1033600,10337
Harris,4,1570400,15705
Anderson,1,3672200,36723
Taylor,0,1579500,15796
Thomas,1,1335100,13352
Jackson,3,11100,112
Thompson,3,675400,6755
Martin,3,3640600,36407
Thompson,1,1111400,11115
Wilson,4,3873300,38734
Harris,2,3739100,37392
Wilson,4,282100,2822
Harris,2,2677300,26763
Garcia,3,1433800,14339
White,3,1625500,16256
Moore,1,2557300,25574
Moore,4,3130100,31302
Martinez,0,4224300,42244
Miller,0,609000,6091
Taylor,2,2067500,20676
Robinson,3,2294800,22949
Brown,1,2572900,25730
Smith,0,121200,1213
Garcia,1,1221300,12214
Jones,3,334200,3343
Moore,2,2645200,26453
Williams,3,1366400,13665
Martinez,2,3240200,32403
Moore,3,3166600,31667
Jones,1,3151800,31519
Harris,0,2823800,28239
Garcia,2,213300,2134
Moore,2,1520100,15202
Harris,4,3688300,36884
Moore,3,1758500,17586
Martinez,1,1826000,18261
Brown,4,3182700,31828
Brown,1,2720400,27194
Robinson,3,1077000,10771
Miller,1,113700,1138
Brown,2,4143600,41437
White,2,2572000,25721
Johnson,4,1907000,19071
Moore,3,91200,913
Davis,0,1171500,11716
Martinez,4,4003000,40031
Martinez,2,464700,4648
Jackson,1,1068300,10684
Jones,0,441100,4412
Garcia,1,3587300,35874
White,4,1704500,17046
Garcia,4,3496700,34968
Wilson,0,3420100,34202
Johnson,4,4307100,43072
Jones,3,2460100,24602
Garcia,0,3070000,30701
Harris,0,3979600,39797
Jones,0,3423600,34237
Thomas,3,1432500,14326
Garcia,2,4184000,41841
Martinez,1,4229000,42291
Thomas,1,2851300,28514
Harris,1,3310500,33106
White,1,3279600,32797
Garcia,3,1479800,14799
Martinez,0,3683300,36834
Miller,1,2223800,22239
Thompson,1,41600,417
Moore,3,1076100,10762
White,3,4102100,41022
Thomas,4,3825200,38253
Taylor,1,2012400,20125
Miller,3,1666900,16670
Brown,2,4071800,40719
Jones,0,3945900,39460
Smith,3,4280200,42803
Davis,3,1432000,14321
Martin,2,1390700,13908
Jones,1,750400,7505
Thompson,0,2498400,24985
Johnson,2,3721300,37214
Jackson,3,1749800,17499
Smith,0,405600,4057
Taylor,3,1044800,10449
White,0,4216100,42162
Anderson,1,1071800,10719
Thomas,3,3760800,37609
Thompson,2,717800,7179
Johnson,1,937600,9377
Smith,4,3805100,38052
Garcia,2,1457100,14572
White,3,618200,6183
Williams,3,4125000,41251
Davis,1,2003000,20031
Robinson,4,2944800,29438
Smith,4,3533200,35333
Martinez,3,1456000,14561
Jones,4,3946400,39465
Martinez,0,3119500,31196
Smith,0,603000,6031
Taylor,1,925400,9255
Garcia,3,3099200,30993
Thomas,2,2945800,29459
Williams,0,2411800,24119
Jones,0,3922200,39223
Robinson,0,2403500,24036
Davis,4,466500,4666
Wilson,2,22000,221
Harris,1,2579100,25792
Johnson,0,1129300,11294
Jackson,4,4336800,43358
Harris,1,1009000,10080
Thompson,4,3705200,37053
White,1,2503800,25039
Miller,2,1087400,10875
Thomas,3,528300,5284
Jackson,0,3732700,37328
Taylor,1,1476600,14767
Jackson,1,1510300,15104
Martinez,2,154000,1541
Moore,0,3241800,32419
Robinson,3,1596500,15966
Wilson,3,550800,5509
White,0,975000,9751
White,3,3357500,33576
Smith,4,3829900,38300
Garcia,4,3820000,38201
White,3,1741500,17416
Thomas,2,1455600,14557
Thomas,1,1500200,15003
Taylor,0,1841500,18416
Harris,4,1986400,19865
Johnson,1,2211200,22113
Moore,0,3888300,38884
Thompson,4,735400,7355
Wilson,3,2452900,24530
Robinson,3,3997100,39972
Garcia,2,306900,3070
Wilson,2,3703800,37039
Martinez,1,1353000,13531
Brown,0,4179800,41799
Anderson,4,1247900,12480
Anderson,1,1508400,15085
Jackson,3,546300,5464
Moore,0,2386800,23869
Martinez,3,190600,1907
Taylor,1,1162200,11623
Wilson,3,3937500,39376
Jackson,1,2155800,21559
Williams,3,3145400,31455
Anderson,0,3399300,33994
Martinez,4,3759900,37600
Davis,4,120900,1210
Brown,1,3829500,38296
Martin,1,2813100,28132
Garcia,2,2338300,23384
Brown,3,713900,7140
White,3,252100,2522
Jackson,2,921000,9211
Martinez,4,1218100,12182
Thompson,2,507600,5077
Martinez,0,1790700,17908
Taylor,2,3176700,31768
Brown,2,1872800,18729
Harris,3,4311700,43118
Thompson,2,3852400,38525
Wilson,0,1985100,19852
Williams,0,3079000,30791
Martinez,3,2604900,26050
Moore,2,3531800,35319
Wilson,0,3669100,36692
Martin,3,2337400,23375
Miller,0,1884900,18850
Wilson,0,2008600,20087
Wilson,2,889300,8894
Harris,0,1166200,11663
Brown,0,3304200,33043
Robinson,2,3238200,32383
Thompson,4,1563300,15634
Wilson,1,1281400,12815
Johnson,4,209700,2098
Wilson,4,1005300,10054
Brown,2,3402900,34030
Harris,0,2903700,29038
Brown,1,245100,2452
Thomas,3,3805700,38058
Thompson,4,3003500,30036
Smith,4,2870300,28704
Wilson,2,2679700,26798
White,3,256400,2565
Johnson,0,380600,3807
Garcia,2,3688000,36881
Williams,0,1045500,10456
White,2,1446200,14463
Anderson,1,43400,435
Robinson,3,2080000,20801
Taylor,2,3365600,33657
Taylor,3,2448600,24487
Smith,3,4019700,40198
Smith,3,3846200,38463
White,3,155700,1558
Smith,4,4210200,42103
Harris,3,1971400,19715
Thompson,3,1593500,15936
Johnson,1,2125800,21248
Martinez,4,1706400,17065
White,2,2149500,21496
Thompson,3,585800,5859
Davis,2,4079100,40792
White,3,4237900,42380
Thompson,3,3488300,34884
Jones,4,3997500,39976
Robinson,3,3018500,30186
Martin,2,1508500,15086
Johnson,1,3469200,34693
Anderson,4,1655400,16555
Thompson,0,2761900,27620
Taylor,2,423900,4240
Wilson,4,1518900,15190
Miller,1,2266200,22663
Brown,3,808700,8088
White,4,299300,2994
Martin,0,3102300,31024
Anderson,2,37500,376
Anderson,4,2807600,28077
Jackson,1,4236100,42362
Wilson,2,3310900,33110
Jackson,2,3564900,35650
Martin,2,2204600,22047
White,1,18000,181
Johnson,0,2728900,27290
Jones,4,4026600,40267
Williams,0,2550000,25501
Johnson,2,513800,5139
Thomas,2,2882200,28823
Garcia,4,1419800,14199
Wilson,0,2085500,20856
Martin,2,3267400,32675
Harris,0,2308800,23089
Johnson,4,495200,4953
Martin,3,3316500,33166
Harris,4,1301400,13015
Williams,3,763900,7640
Garcia,3,1074600,10747
Robinson,3,3747300,37474
Davis,3,168300,1684
Williams,4,279700,2798
Harris,4,32200,323
Moore,1,3267100,32672
Taylor,0,546900,5470
Brown,4,555000,5551
Wilson,4,4068600,40687
Miller,2,4130300,41304
Thomas,4,2258100,22582
Smith,4,768600,7687
Wilson,1,1817400,18175
Johnson,4,1148700,11488
Martinez,2,8100,82
Harris,4,3653300,36534
Miller,1,1158500,11586
Moore,0,621600,6217
Robinson,4,3503300,35034
Martinez,0,2433000,24331
White,4,1676700,16768
Robinson,1,1603800,16039
White,0,2076100,20762
Martinez,2,3286000,32861
Brown,0,1058100,10582
Jones,0,1934900,19350
Martin,3,2437000,24371
Johnson,4,761100,7612
Taylor,3,1199000,11991
Martin,1,1825600,18257
Brown,2,4231100,42312
Jackson,4,2458500,24586
Moore,3,4063700,40627
Anderson,4,1593700,15938
Miller,2,4170800,41709
Jackson,1,4012800,40129
Thomas,0,2076200,20763
Garcia,2,4173300,41734
Anderson,2,2307100,23072
Wilson,2,2237500,22376
Jackson,3,899100,8992
Brown,4,953500,9536
Smith,4,1363400,13635
Wilson,1,225500,2256
Brown,1,846400,8465
Garcia,4,3127300,31274
Harris,0,967000,9671
Williams,1,1021500,10216
Garcia,2,616100,6162
Johnson,4,1354000,13541
Taylor,2,3407500,34076
Brown,3,2501700,25018
Wilson,3,2904200,29043
Thompson,2,1464200,14643
Taylor,4,2898100,28982
Williams,3,4179100,41792
Martinez,0,3266500,32666
Jackson,4,4226300,42264
Taylor,0,1105200,11053
Martinez,3,3542500,35426
Moore,4,3005100,30052
Wilson,0,3420000,34201
Williams,0,2199800,21999
Smith,4,846200,8463
Harris,4,3719800,37199
Taylor,2,2341400,23415
Moore,2,3114600,31147
Anderson,0,3451700,34518
Davis,1,3429300,34294
Jackson,3,1240000,12401
Thomas,1,4111700,41118
Anderson,0,527300,5274
Harris,3,1470000,14701
Martinez,3,3280300,32804
Thompson,2,1591500,15916
Moore,4,985100,9852
Harris,2,3426200,34263
Thomas,3,2865100,28652
White,1,3659800,36599
Anderson,1,4086200,40863
Robinson,2,351200,3513
Martinez,0,1442500,14426
Smith,0,4115700,41158
Smith,1,3493400,34935
Martin,4,3324300,33244
Garcia,4,1646500,16466
Martinez,4,3248600,32487
Wilson,1,622100,6222
Jackson,3,310900,3110
Wilson,0,4035100,40352
Brown,2,2143400,21435
Smith,2,2546800,25469
Williams,3,800700,8008
Martinez,1,3660600,36607
Jackson,4,2120900,21210
Johnson,1,3405200,34053
Anderson,0,113500,1136
Anderson,2,2512000,25121
Brown,0,731800,7319
Robinson,3,3205500,32056
Robinson,2,2194100,21942
Martinez,3,766500,7666
Taylor,4,2230000,22301
Anderson,0,463400,4635
Martinez,3,77600,777
Anderson,3,2352500,23526
Johnson,4,1756700,17568
Wilson,3,3600400,36005
Wilson,0,583100,5832
Williams,0,2059800,20599
Moore,2,2985500,29856
White,4,3351800,33519
Wilson,3,452400,4525
White,3,2745200,27453
Moore,2,1307200,13073
Jones,3,554700,5548
Moore,4,571700,5718
Thompson,4,2117400,21175
Smith,3,2799300,27994
Moore,4,2674400,26745
White,4,2041000,20411
Jones,4,639700,6398
Jones,1,62300,624
Harris,4,1992300,19924
Wilson,0,2387900,23880
Williams,0,1208600,12087
Brown,3,893900,8940
Moore,2,856400,8565
Johnson,2,4010800,40109
Davis,4,3994900,39950
Jackson,0,4236600,42367
Martin,1,1467900,14680
Robinson,3,47500,476
Martinez,1,3194200,31943
Thomas,3,1742100,17422
Harris,3,662900,6630
Garcia,0,1853000,18531
Davis,0,1232300,12324
Thompson,0,596200,5963
Harris,3,1552100,15522
Davis,3,3599400,35995
Martin,2,4204800,42049
Martin,1,2630700,26308
Garcia,0,1828200,18283
Garcia,0,1389500,13896
Jones,0,528700,5288
Taylor,3,3882500,38826
Johnson,4,3254800,32549
Johnson,2,2206800,22069
Jackson,4,4175800,41759
Davis,2,1188400,11885
Jones,0,256100,2562
Harris,0,356800,3569
Miller,3,2447000,24471
Robinson,3,2007000,20071
Anderson,1,3150800,31509
Jones,1,4337800,43379
Robinson,1,829900,8300
Brown,1,3435800,34359
Williams,0,2423000,24231
Garcia,0,759400,7595
Taylor,0,3192100,31922
White,4,2348700,23488
Anderson,4,1967700,19678
Harris,3,2911900,29120
Wilson,4,1542900,15430
Jones,2,2765100,27652
Martinez,1,2848800,28489
Brown,2,935200,9353
Anderson,4,4196000,41961
Williams,1,2958900,29590
Harris,2,2784900,27850
Williams,1,307600,3077
Jackson,0,244800,2449
Williams,0,2703300,27034
Thompson,4,1075700,10758
White,0,2494900,24950
Thompson,0,3821000,38211
Harris,2,109800,1099
Martinez,4,4230400,42305
Garcia,1,3064200,30643
Williams,1,2066300,20664
Davis,0,1766700,17668
Martinez,3,1982100,19822
Davis,4,2361200,23613
Taylor,3,3949800,39499
Jones,0,901100,9012
Thompson,0,2908200,29083
Moore,0,196600,1967
Anderson,2,1730800,17309
Thomas,1,1429500,14296
Johnson,3,1889700,18898
Thomas,3,4359200,43593
Wilson,4,666400,6665
Martinez,1,2621300,26214
Moore,4,478000,4781
Thompson,0,724000,7241
Smith,0,2491100,24912
Martinez,3,2762300,27624
Williams,2,170800,1709
Jones,4,132700,1328
White,0,3576200,35763
Martin,2,168400,1685
Moore,1,727600,7277
White,1,3478800,34789
Davis,2,1272000,12721
Garcia,2,2036200,20363
Miller,0,4104500,41046
Williams,0,468500,4686
Davis,3,130400,1305
Williams,1,690500,6906
Thomas,1,3399700,33998
Harris,2,2222900,22230
Harris,1,1597200,15973
Davis,2,3283000,32831
Garcia,1,1636800,16369
Thomas,3,3547700,35478
Smith,2,3864800,38649
Taylor,1,3377100,33772
Garcia,3,2889600,28897
Garcia,2,1202100,12022
Thompson,0,3477800,34779
Johnson,3,1615700,16158
Brown,1,708400,7085
Jones,3,1400400,14005
Garcia,4,3384800,33849
Jones,1,320500,3206
Davis,1,3120800,31209
Garcia,4,1840100,18402
Thompson,0,3389200,33893
Williams,1,1644300,16444
Miller,0,448800,4489
Jones,0,2220500,22206
Wilson,2,3200900,32010
Martin,3,1996500,19955
White,2,830500,8306
Martin,2,892400,8925
Miller,3,2339100,23392
Smith,1,3795600,37957
Wilson,4,954000,9541
Robinson,0,1325100,13252
Harris,0,2392000,23921
Martinez,3,1856100,18562
Harris,1,3911000,39111
Smith,4,4231900,42320
White,2,2379700,23798
Thompson,1,533100,5332
Davis,2,1549900,15500
Johnson,2,2852200,28523
White,0,2089500,20896
Smith,1,2025700,20258
Garcia,2,3033500,30336
Davis,2,1638400,16385
Moore,3,843800,8439
Martin,1,831400,8315
Thompson,0,2856000,28561
Miller,2,3013000,30131
Miller,2,3642300,36424
Harris,0,4212600,42127
Anderson,3,2122600,21227
Wilson,0,4116000,41161
Robinson,3,3449000,34491
Smith,4,1101700,11018
Anderson,3,2362200,23623
Harris,4,2941500,29416
Miller,3,1748100,17482
Anderson,2,825800,8259
Moore,3,4342900,43430
Robinson,2,414500,4146
Martinez,0,3890400,38905
Wilson,1,3330700,33308
Miller,2,1589800,15899
Brown,1,1409700,14098
Garcia,2,2246900,22470
Davis,2,578800,5789
Davis,0,1125800,11259
Jones,0,1080100,10802
Johnson,0,2687600,26877
Wilson,2,2201200,22013
Thomas,4,1599100,15992
